Session ID,Session Start Date,Session End Date,Session Duration,Session Location,Session Talent,Session QA,Session Day,Film ID,Film International Title,Film Original Title,Film Year,Film Duration,Film Directors,Director Biography,Film Synopsis (en),Film Credits (en),Film Genres,Film Sections,Film Categories,Film Awards,Film Types,Film Languages,Film Countries,Film URL
1822-film_session,2024-10-03T15:45:00,2024-10-03T17:51:00,126,Sala Tramuntana Meliá,False,False,2024-10-03,5954-film,Twilight of the Warriors: Walled In,Twilight of the Warriors: Walled In,2024,126,Soi Cheang,"Born in Macao in 1972, he made his film debut with Our Last Day (1999). He is known for films like Love Battlefield (2004) and Motorway (2012).","Chan Lok-kwun, a troubled young man living in 1980s Hong Kong, takes refuge in the walled city of Kowloon in order to pursue a better future for himself. There, he will try to make a living as a fighter around the illegal fighting circuit. After being swindled by the mafia kingpin Mr. Big, Lok-kwun will embark on a violent story of revenge under the watchful eye of Cyclone, an unexpected ally who is a martial arts expert.","<strong>Director</strong><br />Soi Cheang<br /><strong>Writer</strong><br />Kin-Yee Au, Tai-Lee Chan, Li Jun, Kwan-Sin Shum<br /><strong>Cinematographt</strong><br />Siu-Keung Cheng&nbsp;<br /><strong>Editor</strong><br />Ka-Fai Cheung&nbsp;<br /><strong>With</strong><br />Sammo Kam-Bo Hung, Louis Koo, Raymond Lam",Fiction,Oficial Fantàstic Competició,,,Feature film,Cantonese; Mandarin,Hong Kong,https://sitgesfilmfestival.com/en/film/2024/twilight-warriors-walled
1985-film_session,2024-10-03T16:00:00,2024-10-03T17:53:00,113,Cinema Casino Prado,True,False,2024-10-03,5880-film,The Moon Thieves,The Moon Thieves,2024,108,Yuen Kim Wai,,,,Fiction,Òrbita - Sessions Especials,,,Feature film,Cantonese,Hong Kong,https://sitgesfilmfestival.com/en/film/2024/moon-thieves
1880-film_session,2024-10-03T16:45:00,2024-10-03T18:05:00,80,Sala Auditori Meliá,False,False,2024-10-03,6004-film,El segundo acto (The Second Act),Le deuxième acte,2024,80,Quentin Dupieux,"A genius, quite the character and a true one-man band, as a teenager he began composing electronic music under the alias of Mr. Oizo. He debuted in 2006 with Steak and established himself with the unclassifiable Rubber (2010), Deerskin (2019) and Mandibles (2020).","Florence is in love with David and wants to introduce him to her father at a restaurant. David, who isn't in love with Florence, invites his friend Willy to the meal in the hope that he will seduce her and get her off his back. This would be a full-fledged comedy of errors if it weren't for the fact that behind the cameras is the always outrageous Quentin Dupieux, who on this occasion directs a chamber piece with the cr&egrave;me de la cr&egrave;me in French cinema.","<strong>Director</strong><br />Quentin Dupieux<br /><strong>Writer</strong><br />Quentin Dupieux<br /><strong>Cinematography</strong><br />Quentin Dupieux<br /><strong>Editor</strong><br />Quentin Dupieux<br /><strong>With</strong><br />L&eacute;a Seydoux, Vincent Lindon, Louis Garrel",Fiction,Oficial Fantàstic Competició,,,Feature film,French,France,https://sitgesfilmfestival.com/en/film/2024/segundo-acto-second-act
1661-film_session,2024-10-03T16:45:00,2024-10-03T18:20:00,95,Cinema Escorxador,True,False,2024-10-03,5857-film,Estela,Estela,2024,90,Adrián Araujo,"Trained as a director of photography in film and advertising, he now makes his directorial debut withEstela.","After getting pregnant, Susana moves to a lakeside house together with her husband. Instead of peace and quiet and a favorable environment conducive to raising a child, they encounter strange paranormal-like phenomena, which gradually escalate until the appearance of an evil presence and its previous victim, a ghost girl who answers to the name of Estela.","<strong>Director</strong><br />Adri&aacute;n Araujo<br /><strong>Writer</strong><br />Gil Espejo&nbsp;<br /><strong>Cinematography</strong><br />Adri&aacute;n Araujo&nbsp;<br /><strong>Editor</strong><br />Luis de la Madrid&nbsp;<br /><strong>With</strong><br />Mara L&oacute;pez, Cristian Gamero, Meteora Fontana&nbsp;",Fiction,Panorama,,,Feature film,Spanish,Mexico; Spain,https://sitgesfilmfestival.com/en/film/2024/estela
1614-film_session,2024-10-03T18:15:00,2024-10-03T20:28:00,133,Sala Tramuntana Meliá,True,False,2024-10-03,5850-film,Bury Your Dead,Enterre Seus Mortos,2024,128,Marco Dutra,"Filmmaker who studied at the University of São Paulo, known for his films co-directed with Juliana Rojas, such asHard Labor(2011) andGood Manners(2017).","Edgar Wilson, a worker who earns his living by collecting roadkill in rural Brazil, dreams of escaping his drab existence accompanied by Nete, the love of his life. At the same time that Nete decides to join a dangerous apocalyptic sect, Edgar will embark on a mind-bending journey through a dystopian Brazil. The new feature by the co-director of <em>Good Manners</em>, Critics' Award winner at Sitges 2017.","<strong>Director</strong><br />Marco Dutra&nbsp;<br /><strong>Writer</strong><br />Marco Dutra, Ana Paula Maia&nbsp;<br /><strong>Cinematography</strong><br />Rui Po&ccedil;as&nbsp;<br /><strong>Editor</strong><br />Bruno Lasevicius&nbsp;<br /><strong>With</strong><br />Selton Mello, Marjorie Estiano, Danilo Grangheia&nbsp;",Fiction,Oficial Fantàstic Competició,,,Feature film,Portuguese,Brazil,https://sitgesfilmfestival.com/en/film/2024/bury-your-dead
1638-film_session,2024-10-03T18:15:00,2024-10-03T20:20:00,125,Cinema Casino Prado,False,False,2024-10-03,6111-film,Diabolik ¿Quién eres? (Diabolik: Who Are You?),Diabolik - Chi sei?,2023,125,Antonio Manetti & Marco Manetti,"Popularly known as the Manetti Bros. they have directed films like Zora the Vampire (2000), Paura (2012) and Diabolik (2021).","Captured by a ruthless criminal gang, Diabolik and Ginko are locked in the same cell that appears to have no way out. Diabolik will make the most of the situation to explain his mysterious past to the inspector. Worried about their disappearance, both Eva Kant and Altea di Vallenberg will desperately search for Diabolik and Ginko. Third installment of the carefully crafted series inspired by the comics created by sisters Angela and Luciana Giussani.","<strong>Director</strong><br />Antonio Manetti, Marco Manetti<br /><strong>Writer</strong><br />Angela Giussani, Luciana Giussani, Antonio Manetti, Marco Manetti<br /><strong>Cinematography</strong><br />Angelo Sorrentino<br /><strong>Editor</strong><br />Federico Maria Maneschi<br /><strong>With</strong><br />Giacomo Gianniotti, Miriam Leone, Valerio Mastrandrea",Fiction,Òrbita,,,Feature film,Italian,Italy,https://sitgesfilmfestival.com/en/film/2024/diabolik-quien-eres-diabolik-who-are-you
1651-film_session,2024-10-03T18:45:00,2024-10-03T20:43:00,118,Cinema Escorxador,False,False,2024-10-03,5826-film,El vigilante nocturno (demonios heredados)  (Nightwatch: Demons Are Forever),Nattevagten - Dæmoner går i arv,2023,118,Ole Bornedal,,"It's no coincidence that Emma, a medical student, has accepted the night watch job in the forensic department. The reason? She wants to investigate what happened to her mother, who committed suicide when she was ten years old, and to her apathetic and traumatized father, a man who seems to hide a terrible secret. A direct sequel to the horror thriller <em>Nightwatch</em>, one of the most successful Danish films in history.","<strong>Director</strong><br />Ole Bornedal<br /><strong>Writer</strong><br />Ole Bornedal<br /><strong>Cinematography</strong><br />Lasse Frank Johannessen<br /><strong>Editor</strong><br />Anders Villadsen<br /><strong>With</strong><br />Nikolaj Coster-Waldau, Kim Bodnia, Fanny Bornedal",Fiction,Panorama,,,Feature film,Danish,Denmark,https://sitgesfilmfestival.com/en/film/2024/vigilante-nocturno-demonios-heredados-nightwatch-demons-are-forever
1672-film_session,2024-10-03T19:00:00,2024-10-03T21:26:00,146,Sala Auditori Meliá,True,False,2024-10-03,6194-film,Presence,Presence,2023,84,Steven Soderbergh,,,,Fiction,Inauguració,,,Feature film,English,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/presence
1919-film_session,2024-10-03T20:45:00,2024-10-03T22:44:00,119,Cinema Casino Prado,False,False,2024-10-03,6171-film,"I, The Executioner","I, The Executioner",2024,119,Ryoo Seung-wan,"Korean director and screenwriter known for films including No Blood No Tears (2002), The City of Violence (2006) and Escape from Mogadishu (2021).",,,Fiction,Òrbita,,,Feature film,Korean,Korea (the Republic of),https://sitgesfilmfestival.com/en/film/2024/executioner
1635-film_session,2024-10-03T21:00:00,2024-10-03T22:31:00,91,Sala Tramuntana Meliá,False,False,2024-10-03,6113-film,Desert Road,Desert Road,2023,91,Shannon Triplett,,"After crashing her car in the middle of the desert, a woman walks down the road in search of help. But without achieving her goal, she wakes up again in her car. Is she trapped in a loop? And if so, how will she get out of it? This unpredictable film, which had its world premiere at the past South by Southwest, presents a challenging crossover between intrigue and science fiction, with echoes of <em>The Endless</em>.","<strong>Director</strong><br />Shannon Triplett<br /><strong>Writer</strong><br />Shannon Triplett<br /><strong>Cinematography</strong><br />Nico Navia<br /><strong>Editor</strong><br />Joseph Kirkland<br /><strong>With</strong><br />Kristine Froseth, Beau Bridges, Frances Fisher",Fiction,Oficial Fantàstic Competició,,,Feature film,English,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/desert-road
1723-film_session,2024-10-03T21:15:00,2024-10-04T00:21:00,186,Cinema Escorxador,True,False,2024-10-03,6318-film,The Beldham,The Beldham,2023,85,,,,,Fiction,Panorama,,,Feature film,English,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/beldham
1723-film_session,2024-10-03T21:15:00,2024-10-04T00:21:00,186,Cinema Escorxador,True,False,2024-10-03,5703-film,Resvrgis,Resvrgis,2023,96,Francesco Carnesecchi,"Filmmaker born in Rome. After directing a series of short films and music videos, he directed his debut feature film,The Match, in 2019.","Several months after suffering a terrible car accident caused by a long night of partying, Sara decides to accept an invitation from her closest group of friends to leave home and take part in a healing day of hunting out in the woods. What starts out as a happy escape to nature soon turns into a nightmare. Sara's personal demons will become intertwined with a monstrous creature that lives in the woods.","<strong>Director&nbsp;</strong><br />Francesco Carnesecchi&nbsp;<br /><strong>Writer</strong><br />Francesco Carnesecchi&nbsp;<br /><strong>Cinematography&nbsp;</strong><br />Gianluca Oliva&nbsp;<br /><strong>Editor</strong><br />Giovanni Pompetti&nbsp;<br /><strong>With</strong><br />Ludovica Martino, Beatrice Fiorentini, Blu Yoshimi&nbsp;",Fiction,Panorama,,,Feature film,Italian,Italy,https://sitgesfilmfestival.com/en/film/2024/resvrgis
1824-film_session,2024-10-03T22:45:00,2024-10-04T00:51:00,126,Sala Auditori Meliá,False,False,2024-10-03,5954-film,Twilight of the Warriors: Walled In,Twilight of the Warriors: Walled In,2024,126,Soi Cheang,"Born in Macao in 1972, he made his film debut with Our Last Day (1999). He is known for films like Love Battlefield (2004) and Motorway (2012).","Chan Lok-kwun, a troubled young man living in 1980s Hong Kong, takes refuge in the walled city of Kowloon in order to pursue a better future for himself. There, he will try to make a living as a fighter around the illegal fighting circuit. After being swindled by the mafia kingpin Mr. Big, Lok-kwun will embark on a violent story of revenge under the watchful eye of Cyclone, an unexpected ally who is a martial arts expert.","<strong>Director</strong><br />Soi Cheang<br /><strong>Writer</strong><br />Kin-Yee Au, Tai-Lee Chan, Li Jun, Kwan-Sin Shum<br /><strong>Cinematographt</strong><br />Siu-Keung Cheng&nbsp;<br /><strong>Editor</strong><br />Ka-Fai Cheung&nbsp;<br /><strong>With</strong><br />Sammo Kam-Bo Hung, Louis Koo, Raymond Lam",Fiction,Oficial Fantàstic Competició,,,Feature film,Cantonese; Mandarin,Hong Kong,https://sitgesfilmfestival.com/en/film/2024/twilight-warriors-walled
1691-film_session,2024-10-03T23:00:00,2024-10-04T00:57:00,117,Sala Tramuntana Meliá,True,False,2024-10-03,6186-film,House of Spoils,House of Spoils,0,0,"Bridget Savage Cole, Danielle Krudy",,,,,Sessions Especials,,,Feature film,English,,https://sitgesfilmfestival.com/en/film/2024/house-spoils
1649-film_session,2024-10-03T23:15:00,2024-10-04T01:09:00,114,Cinema Casino Prado,False,False,2024-10-03,5992-film,El misterio de Salem's Lot (Salem's Lot),Salem's Lot,2021,114,Gary Dauberman,,"Ben Mears is a writer who returns to his childhood home, Jerusalem's Lot, in search of inspiration. However, once there, he discovers that his hometown is being preyed upon by a powerful vampire that feeds on the local inhabitants. A new adaptation of one of Stephen King's best novels, produced by James Wan and scripted and directed by the screenwriter of It and the <em>Annabelle</em> franchise.","<strong>Director</strong><br />Gary Dauberman<br /><strong>Writer</strong><br />Gary Dauberman<br /><strong>Cinematography</strong><br />Michael Burgess<br /><strong>Editor</strong><br />Luke Ciarrocchi<br /><strong>With</strong><br />Lewis Pullman, Alfre Woodard, Makenzie Leigh",Fiction,Sessions Especials,,,Feature film,English,,https://sitgesfilmfestival.com/en/film/2024/misterio-salems-lot-salems-lot
1753-film_session,2024-10-04T08:15:00,2024-10-04T10:14:00,119,Cinema Escorxador,False,False,2024-10-04,6115-film,Párvulos,Párvulos,2024,119,Isaac Ezban,"A Mexican screenwriter and director. His debut feature, The Incident (2014), was selected at Cannes. His second film, The Similars, picked up the Blood Window Award at Sitges 2015.","Three brothers struggle to survive in a secluded country house after their parents leave, never to return. Little by little, we begin to perceive strange details, signs that the world as we know it has undergone some sort of terrible metamorphosis. The worst of it all is in their basement, where the boys hide a sinister secret. A unique coming-of-age movie with a tone that swings between a dark fairy tale and the most sordid apocalyptic cinema.","<strong>Director</strong><br />Isaac Ezban<br /><strong>Writer</strong><br />Isaac Ezban, Ricardo Aguado-Fentanes<br /><strong>Cinematography</strong><br />Rodrigo Sandoval<br /><strong>Editor</strong><br />Oscar Figueroa<br /><strong>With</strong><br />F&eacute;lix Farid Escalante, Leonardo Cervantes, Mateo Ortega",Fiction,Panorama,,,Feature film,Spanish,Mexico,https://sitgesfilmfestival.com/en/film/2024/parvulos
1677-film_session,2024-10-04T08:15:00,2024-10-04T08:15:00,0,Sala Tramuntana Meliá,False,False,2024-10-04,5997-film,Get Away,Get Away,0,0,Steffen Haars,,,,,Oficial Fantàstic Competició,,,Feature film,,,https://sitgesfilmfestival.com/en/film/2024/get-away
1695-film_session,2024-10-04T09:00:00,2024-10-04T11:52:00,172,Cinema Casino Prado,True,False,2024-10-04,5889-film,Ishiro Honda: Memoirs of a Film Director,Ishiro Honda: Memoirs of a Film Director,2024,70,Jonathan Bellés,"Filmmaker specializing in documentaries on Japanese culture and monster movies, known forThe Dawn of Kaiju Eiga(2019).","A documentary that delves into the life and cinematic career of Ishiro Honda, father of kaiju eiga, and one of the most important Japanese directors of his generation. This portrait is structured based on an analysis of his filmography from both a historical and personal perspective, including his experiences of war and his obsession with the atomic bomb, recurring themes in his films, and his friendship with Akira Kurosawa.","<strong>Director</strong><br />Jonathan Bell&eacute;s<br /><strong>Writer</strong><br />Jonathan Bell&eacute;s<br /><strong>Cinematography</strong><br />S&eacute;gol&egrave;ne Lacourte, &Oacute;scar Rivero&nbsp;<br /><strong>Editor</strong><br />Jonathan Bell&eacute;s&nbsp;<br /><strong>With</strong><br />Ryuji Honda, Hisao Kurosawa, Joe Dante",Documentary,Sitges Documenta,,,Feature film,Japanese; Spanish; English,Spain,https://sitgesfilmfestival.com/en/film/2024/ishiro-honda-memoirs-film-director
1695-film_session,2024-10-04T09:00:00,2024-10-04T11:52:00,172,Cinema Casino Prado,True,False,2024-10-04,6162-film,Godzilla (1954) 4K,Godzilla (1954) 4K,1954,97,Ishirô Honda,,"The people of Japan start to panic after several ships mysteriously sink on the island of Odo. An expedition to the island led by Dr. Yemani uncovers a terrifying discovery: a hundred-foot-tall monster that the natives call Gojira. Following its discovery, Godzilla will unleash its destructive fury on different areas all around Japan. A restored 4K copy of the masterpiece that gave birth to the kaiju eiga.","<strong>Director</strong><br />Ishir&ocirc; Honda<br /><strong>Writer</strong><br />Takeo Murata, Ishir&ocirc; Honda&nbsp;<br /><strong>Cinematography</strong><br />Masao Tamai<br /><strong>Editor</strong><br />Kazuji Taira&nbsp;<br /><strong>With</strong><br />Akira Takarada, Momoko K&ocirc;chi, Akihiko Hirata",Fiction,Sitges Clàssics,,,Feature film,Japanese,Japan,https://sitgesfilmfestival.com/en/film/2024/godzilla-1958-4k
1706-film_session,2024-10-04T09:00:00,2024-10-04T11:20:00,140,Sala Auditori Meliá,False,False,2024-10-04,5890-film,La sustancia (The Substance),La sustancia (The Substance),2024,140,,,,,Fiction,Sitges Collection,,,Feature film,English,United Kingdom of Great Britain and Northern Ireland (the),https://sitgesfilmfestival.com/en/film/2024/sustancia-substance
1593-film_session,2024-10-04T10:15:00,2024-10-04T12:07:00,112,Sala Tramuntana Meliá,False,False,2024-10-04,6169-film,Apocalypse Z: The Beginning of the End,Apocalipsis Z: El principio del fin,2023,112,Carles Torrens,,,,Fiction,Sitges Collection,,,Feature film,Spanish,Spain,https://sitgesfilmfestival.com/en/film/2024/apocalipsis-z-principio-fin
1609-film_session,2024-10-04T10:45:00,2024-10-04T12:19:00,94,Cinema Escorxador,False,False,2024-10-04,5848-film,Bone Lake,Bone Lake,2023,94,Mercedes Bryce Morgan,"A director and screenwriter with an extensive background in music videos and television, she made her feature debut withSpoonful of Sugar(2022).Bone Lakeis her third film.","Maddie Hasson from <em>Malignant </em>stars in this devilish thriller where appearances can be deceiving. Two couples longing for a bucolic getaway discover that they've double-booked the same lakeside cottage. Little do they suspect that, when they agree to share the place for the weekend, they will become entangled in a tangled web of sex and lies from which they will have to escape if they want to survive.","<strong>Director</strong><br />Mercedes Bryce Morgan&nbsp;<br /><strong>Writer</strong><br />Joshua Friedlander&nbsp;<br /><strong>Fotografia&nbsp;</strong><br />Nick Matthews&nbsp;<br /><strong>Cinematography</strong><br />Anjoum Agrama&nbsp;<br /><strong>With</strong><br />Maddie Hasson, Alex Roe, Marco Pigossi, Andra Nechita&nbsp;",Fiction,Panorama,,,Feature film,English,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/bone-lake
1724-film_session,2024-10-04T12:00:00,2024-10-04T13:24:00,84,Sala Auditori Meliá,False,False,2024-10-04,5891-film,Black Butterflies,Mariposas negras,2024,84,David Baute,,,,,Sitges Collection; Anima't,,,Feature film,Spanish; French; Bengali; English; Arabic,Spain; Panama,https://sitgesfilmfestival.com/en/film/2024/mariposas-negras
1714-film_session,2024-10-04T12:30:00,2024-10-04T13:41:00,71,Cinema Casino Prado,False,False,2024-10-04,5691-film,The Hyperboreans,Los hiperbóreos (The Hyperboreans),2024,71,"Joaquín Cociña, Cristóbal León","Chilean filmmakers known for their collaborations inThe Wolf House(2018) and the short filmLos huesos(2021), where they explore Chile's past through animation.","After passing through the Directors' Fortnight at the Cannes Film Festival, the prodigious new film from the people behind<em> The Wolf House</em> arrives in Sitges. Lost films, neo-Nazi esotericism, puppets and artificial intelligence, everything is possible in this mind-bending production that combines a metacinematic game with political and historical reflection, in a parody of Chile's fascist past.","<strong>Director</strong><br />Crist&oacute;bal Le&oacute;n, Joaqu&iacute;n Coci&ntilde;a<br /><strong>Writer</strong><br />Crist&oacute;bal Le&oacute;n, Joaqu&iacute;n Coci&ntilde;a, Alejandra Moffat&nbsp;<br /><strong>Cinematography</strong><br />Natalia Medina&nbsp;<br /><strong>Editor</strong><br />Crist&oacute;bal Le&oacute;n, Joaqu&iacute;n Coci&ntilde;a, Paolo Caro Silva&nbsp;<br /><strong>With&nbsp;</strong><br />Antonia Giesen, Francisco Visceral Rivera, Jaime Vadell&nbsp;",Fiction,Noves Visions,,,Feature film,Spanish; German,Chile,https://sitgesfilmfestival.com/en/film/2024/hiperboreos-hyperboreans
1618-film_session,2024-10-04T12:30:00,2024-10-04T14:15:00,105,Sala Tramuntana Meliá,False,False,2024-10-04,5987-film,Centaurs of the night,Centaures de la nit,2024,105,Marc Recha,,,,Fiction,Noves Visions,,,Feature film,Catalan; Slovenian; Italian,Spain,https://sitgesfilmfestival.com/en/film/2024/centaures-nit
1666-film_session,2024-10-04T12:45:00,2024-10-04T14:03:00,78,Cinema Escorxador,False,False,2024-10-04,6183-film,Freaks (La parada de los monstruos),Freaks,1932,63,Tod Browning,,,,Fiction,Retrospectiva,,,Feature film,English; German; French,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/freaks
1942-film_session,2024-10-04T14:00:00,2024-10-04T16:11:00,131,Cinema Casino Prado,True,False,2024-10-04,5863-film,Malpertuis,Malpertuis,1972,126,,,"Director's cut of one of the most unusual cult gems in 1970s European fantastique: gothic, mind-blowing and deeply unsettling. At the end of the 19th century, a sailor is knocked unconscious after a bar fight, only to wake up locked up in Malpertuis, the bizarre mansion where his uncle, a dying eccentric, intends to keep everyone around him locked up.","<strong>Director</strong><br />Harry K&uuml;mel&nbsp;<br /><strong>Writer</strong><br />Jean Ferry&nbsp;<br /><strong>Cinematography</strong><br />Gerry Fisher&nbsp;<br /><strong>Editor</strong><br />Harry K&uuml;mel&nbsp;<br /><strong>With</strong><br />Mathieu Carri&egrave;re, Susan Hampshire, Orson Welles&nbsp;",Fiction,Seven Chances,,,Feature film,Dutch,Belgium; France; West-Germany,https://sitgesfilmfestival.com/en/film/2024/malpertuis-legend-doom-house-4k
1615-film_session,2024-10-04T14:00:00,2024-10-04T16:13:00,133,Sala Auditori Meliá,True,False,2024-10-04,5850-film,Bury Your Dead,Enterre Seus Mortos,2024,128,Marco Dutra,"Filmmaker who studied at the University of São Paulo, known for his films co-directed with Juliana Rojas, such asHard Labor(2011) andGood Manners(2017).","Edgar Wilson, a worker who earns his living by collecting roadkill in rural Brazil, dreams of escaping his drab existence accompanied by Nete, the love of his life. At the same time that Nete decides to join a dangerous apocalyptic sect, Edgar will embark on a mind-bending journey through a dystopian Brazil. The new feature by the co-director of <em>Good Manners</em>, Critics' Award winner at Sitges 2017.","<strong>Director</strong><br />Marco Dutra&nbsp;<br /><strong>Writer</strong><br />Marco Dutra, Ana Paula Maia&nbsp;<br /><strong>Cinematography</strong><br />Rui Po&ccedil;as&nbsp;<br /><strong>Editor</strong><br />Bruno Lasevicius&nbsp;<br /><strong>With</strong><br />Selton Mello, Marjorie Estiano, Danilo Grangheia&nbsp;",Fiction,Oficial Fantàstic Competició,,,Feature film,Portuguese,Brazil,https://sitgesfilmfestival.com/en/film/2024/bury-your-dead
1960-film_session,2024-10-04T14:00:00,2024-10-04T15:18:00,78,Sala Llevant,False,False,2024-10-04,6050-film,Carnival of Souls,Carnival of Souls,1962,78,Herk Harvey,,"After surviving a car accident, a young woman moves away to work as an organist in a church. Once there, she is haunted by strange apparitions that lead her to an abandoned place on the outskirts.",,,Brigadoon,,,Feature film,English,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/carnival-souls
1662-film_session,2024-10-04T14:30:00,2024-10-04T16:44:00,134,Sala Tramuntana Meliá,False,False,2024-10-04,5909-film,Exhuma,Pa-Myo,2024,134,Jae-Hyun Jang,"Korean filmmaker who debuted in 2015 withThe Priest, a major box office sensation in his native country.Exhumais his third film as director.","Famous shaman Hwa-rim and her prot&eacute;g&eacute; Bong-gil receive a large sum of money to meet with the descendants of a family afflicted by a peculiar disease and discuss their funeral rites. Sensing the sinister aura surrounding the family niche, Hwa-rim proposes that the grave should be relocated, setting off a dangerous chain of supernatural events. High-quality Korean horror with Choi Min-sik (<em>Old Boy</em>) in one of the leading roles.","<strong>Director</strong><br />Jang Jae-hyun<br /><strong>Writer</strong><br />Jang Jae-hyun&nbsp;<br /><strong>Cinematography</strong><br />Lee Mo-gae<br /><strong>Editor</strong><br />Jeong Byeong-jin<br /><strong>With</strong><br />Lee Do-hyun, Kim Go-eun, Choi Min-sik",Fiction,Oficial Fantàstic Competició,,,Feature film,Korean,Korea (the Republic of),https://sitgesfilmfestival.com/en/film/2024/exhuma
1802-film_session,2024-10-04T14:30:00,2024-10-04T16:08:00,98,Cinema Escorxador,False,False,2024-10-04,5933-film,The Glassworker,The Glassworker,2024,98,Usman Riaz,"Animator, artist and composer.The Glassworkeris his debut.","Premiering at the most recent edition of the Annecy Film Festival, this family drama with an anti-war message has the honor of being the first hand drawn animated Pakistani film. The relationship between a father and son who run the largest glass workshop in their country will be put to the test by the outbreak of a war, and the resulting arrival of a colonel and his daughter in their village.","<strong>Director</strong><br />Usman Riaz<br /><strong>Writer</strong><br />Usman Riaz, Moya O&rsquo;Shea&nbsp;<br /><strong>Cinematography&nbsp;</strong><br />Usman Riaz&nbsp;<br /><strong>Editor</strong><br />Jos&eacute; Manuel Jim&eacute;nez&nbsp;<br /><strong>With</strong><br />Art Malik, Sacha Dhawan, Anjli Mohindra&nbsp;",Fiction,Anima't,,,Feature film,Urdu; English,Pakistan; United States of America (the),https://sitgesfilmfestival.com/en/film/2024/glassworker
1725-film_session,2024-10-04T16:15:00,2024-10-04T17:39:00,84,Cinema Casino Prado,False,False,2024-10-04,5891-film,Black Butterflies,Mariposas negras,2024,84,David Baute,,,,,Sitges Collection; Anima't,,,Feature film,Spanish; French; Bengali; English; Arabic,Spain; Panama,https://sitgesfilmfestival.com/en/film/2024/mariposas-negras
1764-film_session,2024-10-04T16:45:00,2024-10-04T18:08:00,83,Cinema Escorxador,False,False,2024-10-04,5701-film,Realm of Satan,Realm of Satan,2024,83,Scott Cummings,Filmmaker trained in the world of short films with award-winning pieces includingBuffalo Juggalos(2014) andAdversary(2017).,"A unique portrait that depicts Satanists in both everyday life and the extraordinary, this documentary is a spellbinding introduction to a mystical world of magic, mystery and misanthropy. A tour of the Church of Satan that addresses, without making moral judgments, the ceremonial side, the fantasy and the occultism of this particular cult. A mind-bending and experimental vision of Satanism that was a big hit at the most recent edition of Sundance.","<strong>Director&nbsp;</strong><br />Scott Cummings&nbsp;<br /><strong>Cinematography</strong><br />Gerald Kerkletz&nbsp;<br /><strong>Editor</strong><br />Scott Cummings&nbsp;<br /><strong>With</strong><br />Peter Gilmore, Blanche Barton, Peggy Nadramia&nbsp;",Documentary,Sitges Documenta,,,Feature film,English; German; Spanish; Swedish,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/realm-satan
1575-film_session,2024-10-04T17:00:00,2024-10-04T18:46:00,106,Sala Auditori Meliá,False,False,2024-10-04,6393-film,Super/Man: The Christopher Reeve Story,Super/Man: The Christopher Reeve Story,2024,106,,,,,Documentary,Sitges Documenta,,,Feature film,English,United States of America (the),https://sitgesfilmfestival.com/en/film/2024/superman-christopher-reeve-story
1608-film_session,2024-10-04T17:15:00,2024-10-04T19:04:00,109,Sala Tramuntana Meliá,True,False,2024-10-04,5726-film,Body Odyssey,Body Odyssey,2023,104,Grazia Tricarico,"A festival circuit regular thanks to short films includingPersefone (2014) and Mona Blonde (2014), Body Odysseyis her directorial feature debut.","Mona is a female bodybuilder obsessed with having the best body possible. Her determination to achieve that perfect body is so strong that it reaches metaphysical heights thanks to the support of Kurt, her very refined special trainer. Starring an actual bodybuilding champion and with echoes of David Cronenberg's most recent fantastique period, Grazia Tricarico's directorial debut is a carnal and cosmic odyssey.","<strong>Director</strong><br />Grazia Tricarico<br /><strong>Writer</strong><br />Marco Morana, Giulio Rizzo, Grazia Tricarico<br /><strong>Cinematography</strong><br />Corrado Serri<br /><strong>Editor</strong><br />Davide La Porta<br /><strong>With</strong><br />Julian Sands, Jacqueline &ldquo;Jay&rdquo; Fuchs, Adam Mi&scaron;&iacute;k",Fiction,Noves Visions,,,Feature film,English,Italy; Switzerland,https://sitgesfilmfestival.com/en/film/2024/body-odyssey
1693-film_session,2024-10-04T18:15:00,2024-10-04T20:13:00,118,Cinema Casino Prado,True,False,2024-10-04,5811-film,Infinite Summer,Infinite Summer,2024,91,Miguel Llansó,Spanish director and screenwriter residing in Estonia and known for films includingCrumbs(2015) andJesus Shows You the Way to the Highway(2019).,"Three young women's week-long vacation turns into a transhumanist mystery during the Estonian summer due to the appearance of the mysterious Dr. Mindfulness and a strange cell phone application that begins to trigger changes in the young women's body chemistry. Miguel Llans&oacute;, one of the key names in the most independent Spanish fantastic filmmaking, returns with a science fiction story full of bizarre humor and fascinating images.","<strong>Director</strong><br />Miguel Llans&oacute;<br /><strong>Writer</strong><br />Miguel Llans&oacute;<br /><strong>Cinematography</strong><br />Israel Seoane<br /><strong>Editor</strong><br />Velasco Broca<br /><strong>With</strong><br />Hannah Gross, Johanna Rosin, Teele Kaljuvee-O'Brock",Fiction,Noves Visions,,,Feature film,Estonian; English,Estonia; Spain,https://sitgesfilmfestival.com/en/film/2024/infinite-summer
